NTAX,PSIZ,DLRT,REPL,SQLN,NGEN,MTHD,SERF,SECS
100,50000000,2e-10,8,0,25,astrid,0.680412,0
100,50000000,2e-10,8,0,25,duptree,0.051546,26
100,50000000,2e-10,8,0,25,fastmulrfs-single,0.072165,1
100,50000000,2e-10,8,0,25,mulrf,0.072165,112
100,50000000,2e-10,8,0,25,stag,NA,NA
100,50000000,2e-10,8,0,50,astral-multi,0.072165,67
100,50000000,2e-10,8,0,50,apro,0.061856,3
100,50000000,2e-10,8,0,50,apro-w-true,0.061856,4
100,50000000,2e-10,8,0,50,apro-v2,0.061856,5
100,50000000,2e-10,8,0,50,astrid,0.546392,0
100,50000000,2e-10,8,0,50,duptree,0.051546,52
100,50000000,2e-10,8,0,50,fastmulrfs-single,0.051546,6
100,50000000,2e-10,8,0,50,mulrf,0.051546,440
100,50000000,2e-10,8,0,50,stag,NA,NA
100,50000000,2e-10,8,0,100,astral-multi,0.061856,144
100,50000000,2e-10,8,0,100,apro,0.030928,7
100,50000000,2e-10,8,0,100,apro-w-true,0.030928,8
100,50000000,2e-10,8,0,100,apro-v2,0.030928,7
100,50000000,2e-10,8,0,100,astrid,0.350515,0
100,50000000,2e-10,8,0,100,duptree,0.030928,108
100,50000000,2e-10,8,0,100,fastmulrfs-single,0.030928,6
100,50000000,2e-10,8,0,100,mulrf,0.030928,628
100,50000000,2e-10,8,0,100,stag,0.206186,1
100,50000000,2e-10,8,0,500,astral-multi,0.020619,809
100,50000000,2e-10,8,0,500,apro,0.010309,16
100,50000000,2e-10,8,0,500,apro-w-true,0.010309,14
100,50000000,2e-10,8,0,500,apro-v2,0.010309,16
100,50000000,2e-10,8,0,500,astrid,0.103093,3
100,50000000,2e-10,8,0,500,duptree,0.010309,497
100,50000000,2e-10,8,0,500,fastmulrfs-single,0.010309,35
100,50000000,2e-10,8,0,500,mulrf,0.010309,6485
100,50000000,2e-10,8,0,500,stag,0.206186,3
100,50000000,2e-10,8,25,25,astral-multi,0.412371,57
100,50000000,2e-10,8,25,25,apro,0.360825,4
100,50000000,2e-10,8,25,25,apro-w-true,0.329897,4
100,50000000,2e-10,8,25,25,apro-v2,0.309278,6
100,50000000,2e-10,8,25,25,astrid,0.71134,0
100,50000000,2e-10,8,25,25,duptree,0.670103,31
100,50000000,2e-10,8,25,25,fastmulrfs-single,0.350515,4
100,50000000,2e-10,8,25,25,mulrf,0.43299,112
100,50000000,2e-10,8,25,25,stag,NA,NA
100,50000000,2e-10,8,25,50,astral-multi,0.247423,177
100,50000000,2e-10,8,25,50,apro,0.195876,4
100,50000000,2e-10,8,25,50,apro-w-true,0.154639,5
100,50000000,2e-10,8,25,50,apro-v2,0.154639,8
100,50000000,2e-10,8,25,50,astrid,0.680412,0
100,50000000,2e-10,8,25,50,duptree,0.546392,61
100,50000000,2e-10,8,25,50,fastmulrfs-single,0.247423,8
100,50000000,2e-10,8,25,50,mulrf,0.278351,739
100,50000000,2e-10,8,25,50,stag,NA,NA
100,50000000,2e-10,8,25,100,astral-multi,0.206186,342
100,50000000,2e-10,8,25,100,apro,0.123711,7
100,50000000,2e-10,8,25,100,apro-w-true,0.113402,6
100,50000000,2e-10,8,25,100,apro-v2,0.113402,19
100,50000000,2e-10,8,25,100,astrid,0.536082,0
100,50000000,2e-10,8,25,100,duptree,0.597938,131
100,50000000,2e-10,8,25,100,fastmulrfs-single,0.185567,26
100,50000000,2e-10,8,25,100,mulrf,0.206186,716
100,50000000,2e-10,8,25,100,stag,0.670103,1
100,50000000,2e-10,8,25,500,astral-multi,0.113402,2698
100,50000000,2e-10,8,25,500,apro,0.082474,42
100,50000000,2e-10,8,25,500,apro-w-true,0.082474,43
100,50000000,2e-10,8,25,500,apro-v2,0.082474,40
100,50000000,2e-10,8,25,500,astrid,0.360825,3
100,50000000,2e-10,8,25,500,duptree,0.257732,640
100,50000000,2e-10,8,25,500,fastmulrfs-single,0.113402,216
100,50000000,2e-10,8,25,500,mulrf,0.103093,8371
100,50000000,2e-10,8,25,500,stag,0.670103,3
100,50000000,2e-10,8,50,25,astral-multi,0.247423,35
100,50000000,2e-10,8,50,25,apro,0.206186,3
100,50000000,2e-10,8,50,25,apro-w-true,0.206186,3
100,50000000,2e-10,8,50,25,apro-v2,0.206186,5
100,50000000,2e-10,8,50,25,astrid,0.659794,0
100,50000000,2e-10,8,50,25,duptree,0.412371,29
100,50000000,2e-10,8,50,25,fastmulrfs-single,0.164948,8
100,50000000,2e-10,8,50,25,mulrf,0.185567,109
100,50000000,2e-10,8,50,25,stag,NA,NA
100,50000000,2e-10,8,50,50,astral-multi,0.216495,91
100,50000000,2e-10,8,50,50,apro,0.14433,7
100,50000000,2e-10,8,50,50,apro-w-true,0.14433,5
100,50000000,2e-10,8,50,50,apro-v2,0.14433,10
100,50000000,2e-10,8,50,50,astrid,0.628866,0
100,50000000,2e-10,8,50,50,duptree,0.360825,59
100,50000000,2e-10,8,50,50,fastmulrfs-single,0.123711,12
100,50000000,2e-10,8,50,50,mulrf,0.134021,608
100,50000000,2e-10,8,50,50,stag,NA,NA
100,50000000,2e-10,8,50,100,astral-multi,0.154639,247
100,50000000,2e-10,8,50,100,apro,0.072165,6
100,50000000,2e-10,8,50,100,apro-w-true,0.072165,6
100,50000000,2e-10,8,50,100,apro-v2,0.072165,9
100,50000000,2e-10,8,50,100,astrid,0.463918,0
100,50000000,2e-10,8,50,100,duptree,0.329897,123
100,50000000,2e-10,8,50,100,fastmulrfs-single,0.092784,12
100,50000000,2e-10,8,50,100,mulrf,0.092784,630
100,50000000,2e-10,8,50,100,stag,0.371134,1
100,50000000,2e-10,8,50,500,astral-multi,0.123711,1849
100,50000000,2e-10,8,50,500,apro,0.072165,29
100,50000000,2e-10,8,50,500,apro-w-true,0.072165,29
100,50000000,2e-10,8,50,500,apro-v2,0.072165,28
100,50000000,2e-10,8,50,500,astrid,0.257732,3
100,50000000,2e-10,8,50,500,duptree,0.113402,597
100,50000000,2e-10,8,50,500,fastmulrfs-single,0.072165,125
100,50000000,2e-10,8,50,500,mulrf,0.072165,6680
100,50000000,2e-10,8,50,500,stag,0.371134,3
100,50000000,2e-10,8,100,25,astral-multi,0.175258,33
100,50000000,2e-10,8,100,25,apro,0.123711,3
100,50000000,2e-10,8,100,25,apro-w-true,0.123711,3
100,50000000,2e-10,8,100,25,apro-v2,0.123711,4
100,50000000,2e-10,8,100,25,astrid,0.690722,0
100,50000000,2e-10,8,100,25,duptree,0.278351,28
100,50000000,2e-10,8,100,25,fastmulrfs-single,0.14433,11
100,50000000,2e-10,8,100,25,mulrf,0.14433,114
100,50000000,2e-10,8,100,25,stag,NA,NA
100,50000000,2e-10,8,100,50,astral-multi,0.072165,87
100,50000000,2e-10,8,100,50,apro,0.082474,8
100,50000000,2e-10,8,100,50,apro-w-true,0.072165,5
100,50000000,2e-10,8,100,50,apro-v2,0.072165,11
100,50000000,2e-10,8,100,50,astrid,0.556701,0
100,50000000,2e-10,8,100,50,duptree,0.237113,56
100,50000000,2e-10,8,100,50,fastmulrfs-single,0.113402,11
100,50000000,2e-10,8,100,50,mulrf,0.103093,246
100,50000000,2e-10,8,100,50,stag,NA,NA
100,50000000,2e-10,8,100,100,astral-multi,0.103093,192
100,50000000,2e-10,8,100,100,apro,0.082474,9
100,50000000,2e-10,8,100,100,apro-w-true,0.082474,6
100,50000000,2e-10,8,100,100,apro-v2,0.082474,8
100,50000000,2e-10,8,100,100,astrid,0.402062,1
100,50000000,2e-10,8,100,100,duptree,0.103093,117
100,50000000,2e-10,8,100,100,fastmulrfs-single,0.092784,12
100,50000000,2e-10,8,100,100,mulrf,0.082474,748
100,50000000,2e-10,8,100,100,stag,0.340206,1
100,50000000,2e-10,8,100,500,astral-multi,0.051546,1156
100,50000000,2e-10,8,100,500,apro,0.041237,19
100,50000000,2e-10,8,100,500,apro-w-true,0.041237,16
100,50000000,2e-10,8,100,500,apro-v2,0.041237,19
100,50000000,2e-10,8,100,500,astrid,0.247423,3
100,50000000,2e-10,8,100,500,duptree,0.072165,572
100,50000000,2e-10,8,100,500,fastmulrfs-single,0.041237,67
100,50000000,2e-10,8,100,500,mulrf,0.041237,6701
100,50000000,2e-10,8,100,500,stag,0.340206,3
100,50000000,2e-10,8,250,25,astral-multi,0.103093,28
100,50000000,2e-10,8,250,25,apro,0.103093,3
100,50000000,2e-10,8,250,25,apro-w-true,0.103093,3
100,50000000,2e-10,8,250,25,apro-v2,0.103093,7
100,50000000,2e-10,8,250,25,astrid,0.659794,0
100,50000000,2e-10,8,250,25,duptree,0.082474,27
100,50000000,2e-10,8,250,25,fastmulrfs-single,0.082474,2
100,50000000,2e-10,8,250,25,mulrf,0.092784,110
100,50000000,2e-10,8,250,25,stag,NA,NA
100,50000000,2e-10,8,250,50,astral-multi,0.113402,78
100,50000000,2e-10,8,250,50,apro,0.092784,4
100,50000000,2e-10,8,250,50,apro-w-true,0.092784,3
100,50000000,2e-10,8,250,50,apro-v2,0.092784,5
100,50000000,2e-10,8,250,50,astrid,0.515464,0
100,50000000,2e-10,8,250,50,duptree,0.072165,55
100,50000000,2e-10,8,250,50,fastmulrfs-single,0.092784,12
100,50000000,2e-10,8,250,50,mulrf,0.103093,240
100,50000000,2e-10,8,250,50,stag,NA,NA
100,50000000,2e-10,8,250,100,astral-multi,0.082474,225
100,50000000,2e-10,8,250,100,apro,0.072165,8
100,50000000,2e-10,8,250,100,apro-w-true,0.072165,5
100,50000000,2e-10,8,250,100,apro-v2,0.072165,7
100,50000000,2e-10,8,250,100,astrid,0.391753,1
100,50000000,2e-10,8,250,100,duptree,0.051546,114
100,50000000,2e-10,8,250,100,fastmulrfs-single,0.072165,15
100,50000000,2e-10,8,250,100,mulrf,0.072165,577
100,50000000,2e-10,8,250,100,stag,0.298969,1
100,50000000,2e-10,8,250,500,astral-multi,0.061856,909
100,50000000,2e-10,8,250,500,apro,0.010309,15
100,50000000,2e-10,8,250,500,apro-w-true,0.010309,14
100,50000000,2e-10,8,250,500,apro-v2,0.010309,19
100,50000000,2e-10,8,250,500,astrid,0.164948,3
100,50000000,2e-10,8,250,500,duptree,0.041237,555
100,50000000,2e-10,8,250,500,fastmulrfs-single,0.020619,41
100,50000000,2e-10,8,250,500,mulrf,0.020619,9181
100,50000000,2e-10,8,250,500,stag,0.298969,4
100,50000000,2e-10,9,0,25,astral-multi,0.072165,30
100,50000000,2e-10,9,0,25,apro,0.030928,4
100,50000000,2e-10,9,0,25,apro-w-true,0.030928,3
100,50000000,2e-10,9,0,25,apro-v2,0.030928,7
100,50000000,2e-10,9,0,25,astrid,0.319588,0
100,50000000,2e-10,9,0,25,duptree,0.041237,25
100,50000000,2e-10,9,0,25,fastmulrfs-single,0.041237,2
100,50000000,2e-10,9,0,25,mulrf,0.041237,111
100,50000000,2e-10,9,0,25,stag,NA,NA
100,50000000,2e-10,9,0,50,astral-multi,0.072165,50
100,50000000,2e-10,9,0,50,apro,0.010309,4
100,50000000,2e-10,9,0,50,apro-w-true,0.010309,4
100,50000000,2e-10,9,0,50,apro-v2,0.010309,5
100,50000000,2e-10,9,0,50,astrid,0.175258,1
100,50000000,2e-10,9,0,50,duptree,0.020619,51
100,50000000,2e-10,9,0,50,fastmulrfs-single,0.041237,4
100,50000000,2e-10,9,0,50,mulrf,0.041237,373
100,50000000,2e-10,9,0,50,stag,NA,NA
100,50000000,2e-10,9,0,100,astral-multi,0.030928,110
100,50000000,2e-10,9,0,100,apro,0.020619,7
100,50000000,2e-10,9,0,100,apro-w-true,0.020619,9
100,50000000,2e-10,9,0,100,apro-v2,0.020619,7
100,50000000,2e-10,9,0,100,astrid,0.175258,0
100,50000000,2e-10,9,0,100,duptree,0.020619,103
100,50000000,2e-10,9,0,100,fastmulrfs-single,0.030928,6
100,50000000,2e-10,9,0,100,mulrf,0.020619,540
100,50000000,2e-10,9,0,100,stag,0.103093,1
100,50000000,2e-10,9,0,500,astral-multi,0.0,933
100,50000000,2e-10,9,0,500,apro,0.0,15
100,50000000,2e-10,9,0,500,apro-w-true,0.0,14
100,50000000,2e-10,9,0,500,apro-v2,0.0,15
100,50000000,2e-10,9,0,500,astrid,0.082474,2
100,50000000,2e-10,9,0,500,duptree,0.0,493
100,50000000,2e-10,9,0,500,fastmulrfs-single,0.0,36
100,50000000,2e-10,9,0,500,mulrf,0.0,6034
100,50000000,2e-10,9,0,500,stag,0.092784,3
100,50000000,2e-10,9,25,25,astral-multi,0.371134,65
100,50000000,2e-10,9,25,25,apro,0.412371,3
100,50000000,2e-10,9,25,25,apro-w-true,0.185567,4
100,50000000,2e-10,9,25,25,apro-v2,0.257732,6
100,50000000,2e-10,9,25,25,astrid,0.597938,0
100,50000000,2e-10,9,25,25,duptree,0.701031,31
100,50000000,2e-10,9,25,25,fastmulrfs-single,0.453608,5
100,50000000,2e-10,9,25,25,mulrf,0.381443,111
100,50000000,2e-10,9,25,25,stag,NA,NA
100,50000000,2e-10,9,25,50,astral-multi,0.371134,128
100,50000000,2e-10,9,25,50,apro,0.164948,5
100,50000000,2e-10,9,25,50,apro-w-true,0.164948,5
100,50000000,2e-10,9,25,50,apro-v2,0.164948,8
100,50000000,2e-10,9,25,50,astrid,0.463918,0
100,50000000,2e-10,9,25,50,duptree,0.690722,62
100,50000000,2e-10,9,25,50,fastmulrfs-single,0.226804,9
100,50000000,2e-10,9,25,50,mulrf,0.28866,634
100,50000000,2e-10,9,25,50,stag,NA,NA
100,50000000,2e-10,9,25,100,astral-multi,0.237113,245
100,50000000,2e-10,9,25,100,apro,0.154639,7
100,50000000,2e-10,9,25,100,apro-w-true,0.154639,6
100,50000000,2e-10,9,25,100,apro-v2,0.154639,17
100,50000000,2e-10,9,25,100,astrid,0.371134,0
100,50000000,2e-10,9,25,100,duptree,0.43299,128
100,50000000,2e-10,9,25,100,fastmulrfs-single,0.185567,22
100,50000000,2e-10,9,25,100,mulrf,0.185567,700
100,50000000,2e-10,9,25,100,stag,0.71134,1
100,50000000,2e-10,9,25,500,astral-multi,0.113402,3168
100,50000000,2e-10,9,25,500,apro,0.072165,39
100,50000000,2e-10,9,25,500,apro-w-true,0.072165,42
100,50000000,2e-10,9,25,500,apro-v2,0.072165,36
100,50000000,2e-10,9,25,500,astrid,0.216495,2
100,50000000,2e-10,9,25,500,duptree,0.278351,648
100,50000000,2e-10,9,25,500,fastmulrfs-single,0.103093,196
100,50000000,2e-10,9,25,500,mulrf,0.103093,7671
100,50000000,2e-10,9,25,500,stag,0.458763,3
100,50000000,2e-10,9,50,25,astral-multi,0.247423,38
100,50000000,2e-10,9,50,25,apro,0.14433,3
100,50000000,2e-10,9,50,25,apro-w-true,0.14433,3
100,50000000,2e-10,9,50,25,apro-v2,0.154639,4
100,50000000,2e-10,9,50,25,astrid,0.463918,0
100,50000000,2e-10,9,50,25,duptree,0.639175,29
100,50000000,2e-10,9,50,25,fastmulrfs-single,0.154639,10
100,50000000,2e-10,9,50,25,mulrf,0.14433,110
100,50000000,2e-10,9,50,25,stag,NA,NA
100,50000000,2e-10,9,50,50,astral-multi,0.154639,75
100,50000000,2e-10,9,50,50,apro,0.134021,7
100,50000000,2e-10,9,50,50,apro-w-true,0.134021,4
100,50000000,2e-10,9,50,50,apro-v2,0.134021,9
100,50000000,2e-10,9,50,50,astrid,0.350515,1
100,50000000,2e-10,9,50,50,duptree,0.43299,60
100,50000000,2e-10,9,50,50,fastmulrfs-single,0.113402,14
100,50000000,2e-10,9,50,50,mulrf,0.103093,245
100,50000000,2e-10,9,50,50,stag,NA,NA
100,50000000,2e-10,9,50,100,astral-multi,0.14433,150
100,50000000,2e-10,9,50,100,apro,0.072165,6
100,50000000,2e-10,9,50,100,apro-w-true,0.072165,6
100,50000000,2e-10,9,50,100,apro-v2,0.072165,8
100,50000000,2e-10,9,50,100,astrid,0.319588,0
100,50000000,2e-10,9,50,100,duptree,0.237113,120
100,50000000,2e-10,9,50,100,fastmulrfs-single,0.123711,13
100,50000000,2e-10,9,50,100,mulrf,0.092784,557
100,50000000,2e-10,9,50,100,stag,0.597938,1
100,50000000,2e-10,9,50,500,astral-multi,0.082474,1998
100,50000000,2e-10,9,50,500,apro,0.041237,26
100,50000000,2e-10,9,50,500,apro-w-true,0.041237,27
100,50000000,2e-10,9,50,500,apro-v2,0.041237,26
100,50000000,2e-10,9,50,500,astrid,0.164948,2
100,50000000,2e-10,9,50,500,duptree,0.185567,596
100,50000000,2e-10,9,50,500,fastmulrfs-single,0.051546,118
100,50000000,2e-10,9,50,500,mulrf,0.051546,6655
100,50000000,2e-10,9,50,500,stag,0.42268,3
100,50000000,2e-10,9,100,25,astral-multi,0.164948,36
100,50000000,2e-10,9,100,25,apro,0.103093,3
100,50000000,2e-10,9,100,25,apro-w-true,0.103093,3
100,50000000,2e-10,9,100,25,apro-v2,0.103093,5
100,50000000,2e-10,9,100,25,astrid,0.412371,0
100,50000000,2e-10,9,100,25,duptree,0.195876,26
100,50000000,2e-10,9,100,25,fastmulrfs-single,0.123711,7
100,50000000,2e-10,9,100,25,mulrf,0.123711,101
100,50000000,2e-10,9,100,25,stag,NA,NA
100,50000000,2e-10,9,100,50,astral-multi,0.103093,69
100,50000000,2e-10,9,100,50,apro,0.041237,7
100,50000000,2e-10,9,100,50,apro-w-true,0.041237,4
100,50000000,2e-10,9,100,50,apro-v2,0.041237,11
100,50000000,2e-10,9,100,50,astrid,0.28866,0
100,50000000,2e-10,9,100,50,duptree,0.206186,55
100,50000000,2e-10,9,100,50,fastmulrfs-single,0.092784,13
100,50000000,2e-10,9,100,50,mulrf,0.072165,223
100,50000000,2e-10,9,100,50,stag,NA,NA
100,50000000,2e-10,9,100,100,astral-multi,0.072165,145
100,50000000,2e-10,9,100,100,apro,0.030928,9
100,50000000,2e-10,9,100,100,apro-w-true,0.030928,6
100,50000000,2e-10,9,100,100,apro-v2,0.030928,8
100,50000000,2e-10,9,100,100,astrid,0.247423,1
100,50000000,2e-10,9,100,100,duptree,0.154639,112
100,50000000,2e-10,9,100,100,fastmulrfs-single,0.082474,13
100,50000000,2e-10,9,100,100,mulrf,0.061856,628
100,50000000,2e-10,9,100,100,stag,0.329897,1
100,50000000,2e-10,9,100,500,astral-multi,0.030928,960
100,50000000,2e-10,9,100,500,apro,0.030928,19
100,50000000,2e-10,9,100,500,apro-w-true,0.030928,17
100,50000000,2e-10,9,100,500,apro-v2,0.030928,19
100,50000000,2e-10,9,100,500,astrid,0.123711,3
100,50000000,2e-10,9,100,500,duptree,0.134021,567
100,50000000,2e-10,9,100,500,fastmulrfs-single,0.051546,59
100,50000000,2e-10,9,100,500,mulrf,0.030928,7409
100,50000000,2e-10,9,100,500,stag,0.237113,4
100,50000000,2e-10,9,250,25,astral-multi,0.103093,29
100,50000000,2e-10,9,250,25,apro,0.051546,3
100,50000000,2e-10,9,250,25,apro-w-true,0.051546,4
100,50000000,2e-10,9,250,25,apro-v2,0.051546,7
100,50000000,2e-10,9,250,25,astrid,0.391753,0
100,50000000,2e-10,9,250,25,duptree,0.051546,26
100,50000000,2e-10,9,250,25,fastmulrfs-single,0.061856,3
100,50000000,2e-10,9,250,25,mulrf,0.041237,105
100,50000000,2e-10,9,250,25,stag,NA,NA
100,50000000,2e-10,9,250,50,astral-multi,0.072165,65
100,50000000,2e-10,9,250,50,apro,0.051546,5
100,50000000,2e-10,9,250,50,apro-w-true,0.051546,5
100,50000000,2e-10,9,250,50,apro-v2,0.051546,5
100,50000000,2e-10,9,250,50,astrid,0.268041,0
100,50000000,2e-10,9,250,50,duptree,0.061856,54
100,50000000,2e-10,9,250,50,fastmulrfs-single,0.061856,12
100,50000000,2e-10,9,250,50,mulrf,0.041237,255
100,50000000,2e-10,9,250,50,stag,NA,NA
100,50000000,2e-10,9,250,100,astral-multi,0.030928,172
100,50000000,2e-10,9,250,100,apro,0.010309,8
100,50000000,2e-10,9,250,100,apro-w-true,0.010309,6
100,50000000,2e-10,9,250,100,apro-v2,0.010309,7
100,50000000,2e-10,9,250,100,astrid,0.206186,0
100,50000000,2e-10,9,250,100,duptree,0.051546,110
100,50000000,2e-10,9,250,100,fastmulrfs-single,0.061856,12
100,50000000,2e-10,9,250,100,mulrf,0.030928,527
100,50000000,2e-10,9,250,100,stag,0.226804,1
100,50000000,2e-10,9,250,500,astral-multi,0.030928,921
100,50000000,2e-10,9,250,500,apro,0.010309,15
100,50000000,2e-10,9,250,500,apro-w-true,0.010309,15
100,50000000,2e-10,9,250,500,apro-v2,0.010309,20
100,50000000,2e-10,9,250,500,astrid,0.154639,2
100,50000000,2e-10,9,250,500,duptree,0.020619,549
100,50000000,2e-10,9,250,500,fastmulrfs-single,0.061856,41
100,50000000,2e-10,9,250,500,mulrf,0.041237,7378
100,50000000,2e-10,9,250,500,stag,0.134021,3
100,50000000,2e-10,10,0,25,astral-multi,0.030928,19
100,50000000,2e-10,10,0,25,apro,0.041237,3
100,50000000,2e-10,10,0,25,apro-w-true,0.041237,3
100,50000000,2e-10,10,0,25,apro-v2,0.041237,6
100,50000000,2e-10,10,0,25,astrid,0.278351,0
100,50000000,2e-10,10,0,25,duptree,0.020619,25
100,50000000,2e-10,10,0,25,fastmulrfs-single,0.030928,2
100,50000000,2e-10,10,0,25,mulrf,0.020619,103
100,50000000,2e-10,10,0,25,stag,NA,NA
100,50000000,2e-10,10,0,50,astral-multi,0.030928,37
100,50000000,2e-10,10,0,50,apro,0.030928,4
100,50000000,2e-10,10,0,50,apro-w-true,0.030928,4
100,50000000,2e-10,10,0,50,apro-v2,0.030928,4
100,50000000,2e-10,10,0,50,astrid,0.154639,0
100,50000000,2e-10,10,0,50,duptree,0.030928,49
100,50000000,2e-10,10,0,50,fastmulrfs-single,0.030928,6
100,50000000,2e-10,10,0,50,mulrf,0.020619,360
100,50000000,2e-10,10,0,50,stag,NA,NA
100,50000000,2e-10,10,0,100,astral-multi,0.030928,99
100,50000000,2e-10,10,0,100,apro,0.020619,5
100,50000000,2e-10,10,0,100,apro-w-true,0.020619,9
100,50000000,2e-10,10,0,100,apro-v2,0.020619,6
100,50000000,2e-10,10,0,100,astrid,0.195876,1
100,50000000,2e-10,10,0,100,duptree,0.020619,105
100,50000000,2e-10,10,0,100,fastmulrfs-single,0.010309,15
100,50000000,2e-10,10,0,100,mulrf,0.0,589
100,50000000,2e-10,10,0,100,stag,NA,NA
100,50000000,2e-10,10,0,500,astral-multi,0.0,746
100,50000000,2e-10,10,0,500,apro,0.0,14
100,50000000,2e-10,10,0,500,apro-w-true,0.0,13
100,50000000,2e-10,10,0,500,apro-v2,0.0,18
100,50000000,2e-10,10,0,500,astrid,0.072165,3
100,50000000,2e-10,10,0,500,duptree,0.0,497
100,50000000,2e-10,10,0,500,fastmulrfs-single,0.010309,36
100,50000000,2e-10,10,0,500,mulrf,0.010309,6957
100,50000000,2e-10,10,0,500,stag,NA,NA
100,50000000,2e-10,10,25,25,astral-multi,0.216495,44
100,50000000,2e-10,10,25,25,apro,0.175258,3
100,50000000,2e-10,10,25,25,apro-w-true,0.14433,4
100,50000000,2e-10,10,25,25,apro-v2,0.164948,8
100,50000000,2e-10,10,25,25,astrid,0.536082,0
100,50000000,2e-10,10,25,25,duptree,0.639175,29
100,50000000,2e-10,10,25,25,fastmulrfs-single,0.154639,4
100,50000000,2e-10,10,25,25,mulrf,0.237113,104
100,50000000,2e-10,10,25,25,stag,NA,NA
100,50000000,2e-10,10,25,50,astral-multi,0.103093,82
100,50000000,2e-10,10,25,50,apro,0.134021,5
100,50000000,2e-10,10,25,50,apro-w-true,0.113402,4
100,50000000,2e-10,10,25,50,apro-v2,0.123711,7
100,50000000,2e-10,10,25,50,astrid,0.391753,0
100,50000000,2e-10,10,25,50,duptree,0.57732,58
100,50000000,2e-10,10,25,50,fastmulrfs-single,0.164948,7
100,50000000,2e-10,10,25,50,mulrf,0.164948,342
100,50000000,2e-10,10,25,50,stag,NA,NA
100,50000000,2e-10,10,25,100,astral-multi,0.113402,238
100,50000000,2e-10,10,25,100,apro,0.041237,7
100,50000000,2e-10,10,25,100,apro-w-true,0.041237,6
100,50000000,2e-10,10,25,100,apro-v2,0.041237,17
100,50000000,2e-10,10,25,100,astrid,0.247423,1
100,50000000,2e-10,10,25,100,duptree,0.443299,129
100,50000000,2e-10,10,25,100,fastmulrfs-single,0.061856,22
100,50000000,2e-10,10,25,100,mulrf,0.103093,655
100,50000000,2e-10,10,25,100,stag,NA,NA
100,50000000,2e-10,10,25,500,astral-multi,0.072165,2929
100,50000000,2e-10,10,25,500,apro,0.020619,36
100,50000000,2e-10,10,25,500,apro-w-true,0.020619,39
100,50000000,2e-10,10,25,500,apro-v2,0.020619,35
100,50000000,2e-10,10,25,500,astrid,0.216495,2
100,50000000,2e-10,10,25,500,duptree,0.154639,620
100,50000000,2e-10,10,25,500,fastmulrfs-single,0.020619,200
100,50000000,2e-10,10,25,500,mulrf,0.020619,7228
100,50000000,2e-10,10,25,500,stag,NA,NA
100,50000000,2e-10,10,50,25,astral-multi,0.123711,27
100,50000000,2e-10,10,50,25,apro,0.123711,3
100,50000000,2e-10,10,50,25,apro-w-true,0.123711,3
100,50000000,2e-10,10,50,25,apro-v2,0.123711,5
100,50000000,2e-10,10,50,25,astrid,0.381443,0
100,50000000,2e-10,10,50,25,duptree,0.309278,27
100,50000000,2e-10,10,50,25,fastmulrfs-single,0.092784,10
100,50000000,2e-10,10,50,25,mulrf,0.082474,105
100,50000000,2e-10,10,50,25,stag,NA,NA
100,50000000,2e-10,10,50,50,astral-multi,0.092784,62
100,50000000,2e-10,10,50,50,apro,0.092784,6
100,50000000,2e-10,10,50,50,apro-w-true,0.092784,5
100,50000000,2e-10,10,50,50,apro-v2,0.092784,9
100,50000000,2e-10,10,50,50,astrid,0.28866,0
100,50000000,2e-10,10,50,50,duptree,0.216495,54
100,50000000,2e-10,10,50,50,fastmulrfs-single,0.103093,15
100,50000000,2e-10,10,50,50,mulrf,0.103093,556
100,50000000,2e-10,10,50,50,stag,NA,NA
100,50000000,2e-10,10,50,100,astral-multi,0.041237,144
100,50000000,2e-10,10,50,100,apro,0.061856,6
100,50000000,2e-10,10,50,100,apro-w-true,0.061856,6
100,50000000,2e-10,10,50,100,apro-v2,0.061856,8
100,50000000,2e-10,10,50,100,astrid,0.195876,0
100,50000000,2e-10,10,50,100,duptree,0.164948,118
100,50000000,2e-10,10,50,100,fastmulrfs-single,0.041237,12
100,50000000,2e-10,10,50,100,mulrf,0.030928,569
100,50000000,2e-10,10,50,100,stag,NA,NA
100,50000000,2e-10,10,50,500,astral-multi,0.020619,1577
100,50000000,2e-10,10,50,500,apro,0.020619,24
100,50000000,2e-10,10,50,500,apro-w-true,0.020619,24
100,50000000,2e-10,10,50,500,apro-v2,0.020619,24
100,50000000,2e-10,10,50,500,astrid,0.195876,2
100,50000000,2e-10,10,50,500,duptree,0.041237,585
100,50000000,2e-10,10,50,500,fastmulrfs-single,0.0,105
100,50000000,2e-10,10,50,500,mulrf,0.0,6689
100,50000000,2e-10,10,50,500,stag,NA,NA
100,50000000,2e-10,10,100,25,astral-multi,0.072165,21
100,50000000,2e-10,10,100,25,apro,0.072165,4
100,50000000,2e-10,10,100,25,apro-w-true,0.072165,3
100,50000000,2e-10,10,100,25,apro-v2,0.072165,5
100,50000000,2e-10,10,100,25,astrid,0.360825,0
100,50000000,2e-10,10,100,25,duptree,0.072165,25
100,50000000,2e-10,10,100,25,fastmulrfs-single,0.082474,12
100,50000000,2e-10,10,100,25,mulrf,0.082474,111
100,50000000,2e-10,10,100,25,stag,NA,NA
100,50000000,2e-10,10,100,50,astral-multi,0.072165,45
100,50000000,2e-10,10,100,50,apro,0.072165,6
100,50000000,2e-10,10,100,50,apro-w-true,0.072165,4
